time,open,high,low,close,volume,5ma,20ma,atr
2024-03-15 15:00:00,141.205,141.345,140.99,141.09,1153405.0,141.28300000000002,141.2185,0.5804999999999966
2024-03-15 14:45:00,141.315,141.35,141.1,141.203,589573.0,141.2356,141.22615,0.5826428571428538
2024-03-15 14:30:00,140.99,141.42,140.97,141.31,794152.0,141.2486,141.24015,0.6083571428571405
2024-03-15 14:15:00,140.94,141.02,140.83,140.99,546761.0,141.1866,141.22515,0.6333571428571402
2024-03-15 14:00:00,140.95,141.015,140.79,140.935,620010.0,141.1056,141.2114,0.6392142857142825
2024-03-15 13:45:00,140.8,141.01,140.555,140.93,745432.0,141.0736,141.19889999999998,0.6552857142857107
2024-03-15 13:30:00,140.5,140.909,140.45,140.81,881875.0,140.995,141.1719,0.4572142857142844
2024-03-15 13:15:00,140.19,140.55,140.18,140.495,518168.0,140.832,141.13665,0.4782857142857121
2024-03-15 13:00:00,140.145,140.52,140.142,140.19,1715050.0,140.672,141.08615000000003,0.4881428571428553
2024-03-15 12:45:00,140.19,140.22,140.03,140.15,675462.0,140.51500000000001,141.03564999999998,0.47664285714285526
2024-03-15 12:30:00,140.27,140.49,140.175,140.192,684454.0,140.3674,140.98674999999997,0.4041428571428542
2024-03-15 12:15:00,140.235,140.38,140.095,140.275,613155.0,140.2604,140.9415,0.3823571428571394
2024-03-15 12:00:00,140.575,140.63,140.125,140.24,606457.0,140.20940000000002,140.90275000000003,0.4034285714285671
2024-03-15 11:45:00,140.59,140.67,140.41,140.575,602086.0,140.28640000000001,140.872,0.39021428571428124
2024-03-15 11:30:00,141.201,141.27,140.58,140.59,686587.0,140.3744,140.83350000000002,0.41449999999999776
2024-03-15 11:15:00,141.06,141.265,140.96,141.21,1782758.0,140.578,140.8255,0.44414285714285434
2024-03-15 11:00:00,141.265,141.37,140.96,141.065,816728.0,140.73600000000002,140.80675000000002,0.44128571428571206
2024-03-15 10:45:00,141.27,141.49,141.08,141.265,636280.0,140.941,140.80775,0.43735714285714217
2024-03-15 10:30:00,141.593,141.62,141.1,141.26,880011.0,141.078,140.80575,0.4584285714285719
2024-03-15 10:15:00,141.71,141.823,141.51,141.59,723636.0,141.27799999999996,140.81824999999998,0.4661428571428599
2024-03-15 10:00:00,141.91,142.07,141.35,141.72,1125539.0,141.38,140.84975000000003,0.4832857142857157
2024-03-15 09:45:00,141.93,142.17,141.66,141.91,1009344.0,141.54899999999998,140.88510000000002,0.4747142857142868
2024-03-15 09:30:00,142.5,143.18,141.695,141.938,7472828.0,141.68359999999998,140.9165,0.5537857142857153
2024-03-15 09:15:00,142.47,143.23,141.15,142.7,419280.0,141.9716,141.002,0.6887857142857143
2024-03-15 09:00:00,142.68,142.78,142.37,142.48,29869.0,142.14960000000002,141.07925,0.6937857142857139
2024-03-15 08:45:00,142.52,142.83,142.419,142.73,17883.0,142.35160000000002,141.16925,0.7027857142857142
2024-03-15 08:30:00,142.79,142.95,142.5,142.55,22344.0,142.47959999999998,141.25625,0.6988571428571423
2024-03-15 08:15:00,142.62,143.1,142.62,142.8,15062.0,142.652,141.3715,0.7074285714285712
2024-03-15 08:00:00,143.39,143.68,142.35,142.66,64308.0,142.644,141.49499999999998,0.7527857142857134
2024-03-15 07:45:00,143.33,143.37,143.0,143.06,10363.0,142.76,141.64050000000003,0.7552857142857151
2024-03-15 07:30:00,143.37,143.38,143.32,143.32,7697.0,142.878,141.7969,0.7488571428571434
2024-03-15 07:15:00,143.35,143.43,143.3,143.35,2378.0,143.038,141.95065,0.7277857142857138
2024-03-15 07:00:00,143.44,143.51,143.29,143.35,7422.0,143.148,142.10615,0.7063571428571416
2024-03-15 06:45:00,143.59,143.66,143.47,143.47,4628.0,143.31,142.2509,0.688285714285712
2024-03-15 06:30:00,143.36,143.68,143.33,143.56,4261.0,143.41,142.39939999999999,0.6618571428571401
2024-03-15 06:15:00,143.25,143.41,143.18,143.35,3195.0,143.416,142.50639999999999,0.6525714285714262
2024-03-15 06:00:00,143.06,143.3,143.06,143.25,3851.0,143.39600000000002,142.61565,0.5672142857142818
2024-03-15 05:45:00,143.05,143.13,143.04,143.06,3137.0,143.33800000000002,142.7054,0.43364285714285494
2024-03-15 05:30:00,142.77,143.08,142.77,143.04,3961.0,143.252,142.7944,0.4264999999999982
2024-03-15 05:15:00,142.96,142.96,142.71,142.74,5815.0,143.08800000000002,142.8519,0.4207142857142827
2024-03-15 05:00:00,142.94,143.0,142.89,142.93,4430.0,143.004,142.9124,0.4071428571428543
2024-03-15 04:45:00,142.99,143.0,142.86,142.91,1520.0,142.936,142.9624,0.3778571428571403
2024-03-15 04:30:00,142.86,143.06,142.86,142.99,2688.0,142.922,143.015,0.2971428571428528
2024-03-15 04:15:00,142.84,142.97,142.79,142.86,2854.0,142.88600000000002,143.023,0.26071428571428207
2024-03-15 04:00:00,142.77,143.2,142.61,142.85,7262.0,142.908,143.04149999999998,0.27999999999999503
2024-03-14 19:45:00,142.93,143.2,142.84,142.98,2156.0,142.91799999999998,143.054,0.29642857142856577
2024-03-14 19:30:00,142.9,143.2,142.8,142.84,3111.0,142.904,143.0685,0.30928571428570706
2024-03-14 19:15:00,143.06,143.16,142.75,142.8,3739.0,142.86599999999999,143.0685,0.3164285714285638
2024-03-14 19:00:00,143.46,143.5,142.96,143.28,5058.0,142.95,143.0995,0.34142857142856337
2024-03-14 18:45:00,143.4,143.52,143.2,143.3,8704.0,143.04000000000002,143.1115,0.33714285714285097
2024-03-14 18:30:00,143.4,143.45,143.36,143.42,2024.0,143.12800000000001,143.1165,0.3271428571428499
2024-03-14 18:15:00,143.4,143.46,143.35,143.4,1505.0,143.24,143.119,0.3199999999999932
2024-03-14 18:00:00,143.25,143.49,143.23,143.46,2409.0,143.372,143.12449999999998,0.31642857142856584
2024-03-14 17:45:00,143.16,143.34,143.16,143.25,3287.0,143.36599999999999,143.1135,0.3142857142857106
2024-03-14 17:30:00,143.19,143.31,143.1,143.19,7620.0,143.344,143.095,0.3107142857142833
2024-03-14 17:15:00,143.22,143.25,142.39,143.17,6144.0,143.29399999999998,143.086,0.36214285714285666
2024-03-14 17:00:00,143.49,143.49,143.17,143.22,16674.0,143.25799999999998,143.0845,0.3707142857142876
2024-03-14 16:45:00,143.53,143.59,133.688,143.49,102753.0,143.26399999999998,143.10600000000002,1.0637142857142874
2024-03-14 16:30:00,143.47,143.59,143.4,143.51,17518.0,143.31599999999997,143.12949999999998,1.0351428571428605
2024-03-14 16:15:00,143.1,143.54,143.1,143.47,42538.0,143.372,143.166,1.0408571428571471
2024-03-14 16:00:00,143.19,143.55,139.105,143.49,11050141.0,143.436,143.19400000000002,1.3297857142857217
2024-03-14 15:45:00,142.975,143.22,142.58,143.18,3713344.0,143.428,143.2075,1.3655000000000075
2024-03-14 15:30:00,142.92,143.047,142.78,142.97,1698816.0,143.324,143.2065,1.3440714285714372
2024-03-14 15:15:00,142.78,143.092,142.76,142.92,1249699.0,143.206,143.2095,1.3449285714285801
2024-03-14 15:00:00,143.13,143.27,142.765,142.78,1261664.0,143.06799999999998,143.206,1.3702857142857263
2024-03-14 14:45:00,143.28,143.585,143.1,143.135,1248062.0,142.99699999999999,143.21375,1.419928571428583
2024-03-14 14:30:00,143.17,143.32,143.12,143.275,1017063.0,143.01600000000002,143.2355,1.4156428571428665
2024-03-14 14:15:00,143.17,143.24,143.03,143.17,975403.0,143.05599999999998,143.254,1.4117142857142946
2024-03-14 14:00:00,142.81,143.34,142.81,143.165,1277524.0,143.105,143.24825,1.4345714285714368
2024-03-14 13:45:00,142.28,142.85,142.125,142.8,914795.0,143.10899999999998,143.22324999999998,1.4474285714285782
2024-03-14 13:30:00,142.53,142.6,142.24,142.285,814341.0,142.93900000000002,143.16649999999998,1.464571428571434
2024-03-14 13:15:00,142.42,142.72,142.36,142.52,762706.0,142.78799999999998,143.1225,0.7883571428571473
2024-03-14 13:00:00,142.13,142.5,142.09,142.415,902321.0,142.637,143.07025000000002,0.8055000000000051
2024-03-14 12:45:00,142.12,142.285,142.06,142.135,714825.0,142.43099999999998,143.0145,0.799428571428576
2024-03-14 12:30:00,142.05,142.23,141.86,142.11,1051594.0,142.29299999999998,142.9605,0.5083571428571442
2024-03-14 12:15:00,142.1,142.105,141.72,142.06,1119959.0,142.248,142.905,0.47121428571428836
2024-03-14 12:00:00,142.668,142.91,141.95,142.1,1139846.0,142.16400000000002,142.849,0.5112142857142885
2024-03-14 11:45:00,142.26,142.67,142.15,142.67,689952.0,142.21499999999997,142.808,0.5282142857142864
2024-03-14 11:30:00,142.56,142.83,142.24,142.26,774162.0,142.24,142.7455,0.5342857142857136
2024-03-14 11:15:00,142.69,142.729,142.31,142.56,1202149.0,142.32999999999998,142.7,0.5102857142857147
2024-03-14 11:00:00,142.365,142.86,142.35,142.687,1150872.0,142.4554,142.65985,0.532428571428574
2024-03-14 10:45:00,142.135,142.37,141.91,142.37,1045421.0,142.5094,142.61935,0.5704285714285747
2024-03-14 10:30:00,142.5,142.8,141.921,142.13,2212038.0,142.40140000000002,142.57735,0.5953571428571475
2024-03-14 10:15:00,141.65,142.89,141.403,142.495,2538719.0,142.4484,142.5561,0.6272857142857191
2024-03-14 10:00:00,141.37,141.72,140.815,141.65,1174273.0,142.26640000000003,142.49960000000002,0.7072857142857194
2024-03-14 09:45:00,141.695,141.71,141.16,141.38,1810348.0,142.005,142.41185000000002,0.7155000000000058
2024-03-14 09:30:00,141.19,141.99,140.455,141.698,2718665.0,141.8706,142.333,0.7944285714285765
2024-03-14 09:15:00,140.47,141.39,139.79,141.11,146105.0,141.6666,142.23,0.9053571428571497
2024-03-14 09:00:00,140.59,140.79,140.25,140.46,35791.0,141.2596,142.09475,0.9403571428571524
2024-03-14 08:45:00,140.96,141.06,132.67,140.6,39024.0,141.0496,141.98475000000002,1.5117857142857238
2024-03-14 08:30:00,141.05,141.17,140.7,140.908,37977.0,140.9552,141.9159,1.48392857142858
2024-03-14 08:15:00,141.08,141.168,140.93,141.05,7948.0,140.8256,141.8424,1.4617857142857247
2024-03-14 08:00:00,141.0,141.2,139.79,141.09,55943.0,140.8216,141.77614999999997,1.5203571428571527
2024-03-14 07:45:00,141.03,141.03,140.91,140.99,4162.0,140.92759999999998,141.71890000000002,1.4997142857142944
2024-03-14 07:30:00,141.14,141.19,141.03,141.05,10610.0,141.01760000000002,141.66590000000002,1.4775714285714352
2024-03-14 07:15:00,140.96,141.14,140.95,141.14,6975.0,141.06400000000002,141.6199,1.4356428571428625
2024-03-14 07:00:00,140.96,141.05,140.88,140.96,12644.0,141.046,141.5629,1.3914285714285748
2024-03-14 06:45:00,140.83,141.02,140.81,140.99,3967.0,141.026,141.4789,1.30021428571429
2024-03-14 06:30:00,140.81,140.87,140.76,140.82,922.0,140.99200000000002,141.4069,1.1966428571428622
2024-03-14 06:15:00,140.75,140.82,140.73,140.81,2313.0,140.94400000000002,141.3194,1.1637857142857189
2024-03-14 06:00:00,140.72,140.79,140.72,140.75,3117.0,140.866,141.22255,1.0605714285714336
2024-03-14 05:45:00,140.75,140.77,140.66,140.72,3083.0,140.81799999999998,141.14005,0.932142857142862
2024-03-14 05:30:00,140.71,140.76,140.71,140.72,971.0,140.76399999999998,141.06955,0.874285714285717
2024-03-14 05:15:00,140.77,140.77,140.66,140.77,1419.0,140.754,140.9833,0.28285714285714547
2024-03-14 05:00:00,140.7,140.81,140.62,140.77,3094.0,140.746,140.9393,0.2557142857142886
2024-03-14 04:45:00,140.61,140.76,140.5,140.69,1023.0,140.73399999999998,140.9048,0.2564285714285737
2024-03-14 04:30:00,140.66,140.76,140.5,140.5,3223.0,140.69,140.8449,0.17428571428571615
2024-03-14 04:15:00,140.55,140.82,140.49,140.67,2815.0,140.68,140.8229,0.18500000000000025
2024-03-14 04:00:00,140.26,140.61,140.13,140.57,8233.0,140.64000000000001,140.8284,0.20928571428571477
2024-03-13 19:45:00,140.32,140.49,140.2,140.4,4310.0,140.56599999999997,140.8184,0.2221428571428581
2024-03-13 19:30:00,140.43,140.5,140.28,140.4,4329.0,140.50799999999998,140.793,0.21928571428571583
2024-03-13 19:15:00,140.3,140.5,140.12,140.5,1835.0,140.50799999999998,140.7655,0.23142857142857207
2024-03-13 19:00:00,140.16,140.3,140.11,140.27,4324.0,140.428,140.7245,0.24285714285714124
2024-03-13 18:45:00,140.19,140.28,140.11,140.16,4839.0,140.346,140.683,0.2485714285714258
2024-03-13 18:30:00,140.1,140.19,140.05,140.19,1370.0,140.304,140.64,0.25214285714285317
2024-03-13 18:15:00,140.05,140.29,140.05,140.19,1691.0,140.262,140.5925,0.26142857142856507
2024-03-13 18:00:00,140.0,140.29,139.92,140.15,5334.0,140.19199999999998,140.552,0.2842857142857095
2024-03-13 17:45:00,139.96,140.1,139.96,140.099,4637.0,140.1578,140.50745,0.2899999999999941
2024-03-13 17:30:00,140.004,140.12,139.96,139.96,2351.0,140.1178,140.46445,0.28785714285713687
2024-03-13 17:15:00,140.08,140.15,139.79,140.02,1832.0,140.0838,140.42495,0.29428571428570854
2024-03-13 17:00:00,140.1,140.15,139.79,140.12,20876.0,140.06980000000001,140.39345,0.30142857142856727
2024-03-13 16:45:00,140.03,140.2,134.846,140.1,116862.0,140.0598,140.36245000000002,0.6602857142857103
2024-03-13 16:30:00,139.845,140.11,139.845,140.04,8456.0,140.048,140.32845,0.6406428571428547
2024-03-13 16:15:00,139.79,139.99,139.79,139.89,6975.0,140.034,140.28445,0.6320714285714258
2024-03-13 16:00:00,139.83,140.1,139.73,139.9,7455639.0,140.01,140.24095,0.642785714285712
2024-03-13 15:45:00,139.71,139.92,139.675,139.84,1726015.0,139.954,140.19845,0.6331428571428533
2024-03-13 15:30:00,139.69,139.88,139.585,139.715,670057.0,139.877,140.1592,0.6263571428571392
2024-03-13 15:15:00,140.147,140.21,139.52,139.69,630071.0,139.807,140.1102,0.6634999999999971
2024-03-13 15:00:00,140.197,140.265,140.03,140.15,521288.0,139.85899999999998,140.0892,0.6945714285714258
2024-03-13 14:45:00,140.17,140.395,140.17,140.195,368049.0,139.918,140.07895000000002,0.6949285714285703
2024-03-13 14:30:00,140.31,140.325,140.13,140.165,374095.0,139.983,140.0672,0.6824285714285695
2024-03-13 14:15:00,140.36,140.5,140.286,140.31,488178.0,140.102,140.0577,0.6927857142857131
2024-03-13 14:00:00,140.655,140.685,140.31,140.37,574016.0,140.238,140.0627,0.7081428571428562
2024-03-13 13:45:00,140.409,140.7,140.39,140.65,427052.0,140.33800000000002,140.0872,0.705999999999997
2024-03-13 13:30:00,140.77,140.83,140.41,140.41,473775.0,140.381,140.0982,0.7102857142857114
2024-03-13 13:15:00,140.82,140.83,140.53,140.76,431853.0,140.5,140.1267,0.3578571428571422
2024-03-13 13:00:00,140.88,141.09,140.8,140.815,513096.0,140.60100000000003,140.15995,0.3624999999999992
2024-03-13 12:45:00,141.01,141.08,140.82,140.88,649209.0,140.70299999999997,140.199,0.3635714285714288
2024-03-13 12:30:00,140.64,141.06,140.575,141.005,767703.0,140.77399999999997,140.25125,0.37178571428571516
2024-03-13 12:15:00,140.52,140.77,140.5,140.63,570810.0,140.81799999999998,140.28175000000002,0.3903571428571451
2024-03-13 12:00:00,140.59,140.805,140.39,140.53,626574.0,140.772,140.30225,0.3989285714285761
2024-03-13 11:45:00,140.14,140.59,140.07,140.584,520392.0,140.7258,140.32645,0.3867857142857198
2024-03-13 11:30:00,140.05,140.35,139.96,140.143,471468.0,140.57840000000002,140.3316,0.3902857142857203
2024-03-13 11:15:00,140.33,140.39,140.03,140.05,563225.0,140.38739999999999,140.3396,0.39850000000000463
2024-03-13 11:00:00,140.175,140.73,140.1,140.34,860620.0,140.32940000000002,140.3616,0.4331428571428607
2024-03-13 10:45:00,140.22,140.28,139.7,140.175,744413.0,140.2584,140.37835,0.45492857142857546
2024-03-13 10:30:00,140.04,140.38,139.985,140.22,546523.0,140.18560000000002,140.4036,0.4563571428571456
2024-03-13 10:15:00,140.1,140.28,139.87,140.05,556338.0,140.167,140.4216,0.4620714285714322
2024-03-13 10:00:00,139.92,140.2,139.51,140.09,1043082.0,140.175,140.4186,0.4813571428571452
2024-03-13 09:45:00,140.04,140.38,139.84,139.905,1014930.0,140.08800000000002,140.4041,0.48992857142857205
2024-03-13 09:30:00,139.0,140.53,138.99,140.04,2377218.0,140.06099999999998,140.39785,0.576357142857142
2024-03-13 09:15:00,138.78,139.07,138.642,138.98,47399.0,139.81300000000002,140.33135,0.6572857142857121
2024-03-13 09:00:00,138.46,138.85,138.36,138.79,32536.0,139.56099999999998,140.25235,0.6669285714285665
2024-03-13 08:45:00,138.06,139.115,137.19,138.47,17431.0,139.237,140.14335,0.7683571428571392
2024-03-13 08:30:00,137.9,138.15,137.88,138.06,15146.0,138.868,140.02585000000002,0.7808571428571379
2024-03-13 08:15:00,137.96,138.0,137.81,137.96,16175.0,138.452,139.88585,0.7615714285714229
2024-03-13 08:00:00,138.42,138.71,137.86,137.96,50804.0,138.248,139.7431,0.77771428571428
2024-03-13 07:45:00,138.43,138.46,138.17,138.19,5593.0,138.12800000000001,139.6086,0.787714285714281
2024-03-13 07:30:00,138.42,138.5,138.34,138.42,5689.0,138.118,139.47935,0.7612857142857113
2024-03-13 07:15:00,138.41,138.54,138.31,138.4,8404.0,138.18599999999998,139.36785,0.7319999999999952
2024-03-13 07:00:00,138.39,138.58,138.35,138.41,11501.0,138.276,139.26185,0.7202142857142836
2024-03-13 06:45:00,138.39,138.41,138.31,138.39,2495.0,138.362,139.15215,0.6980714285714262
2024-03-13 06:30:00,138.44,138.44,138.3,138.41,1018.0,138.406,139.0655,0.6587857142857112
2024-03-13 06:15:00,138.38,138.45,138.33,138.44,693.0,138.41,138.985,0.6287857142857101
2024-03-13 06:00:00,138.35,138.39,138.27,138.35,935.0,138.4,138.8855,0.5309285714285669
2024-03-13 05:45:00,138.32,138.35,138.29,138.35,200.0,138.388,138.79424999999998,0.4353571428571387
2024-03-13 05:30:00,138.34,138.35,138.24,138.31,890.0,138.372,138.69875,0.3989285714285679
2024-03-13 05:15:00,138.51,138.52,138.2,138.36,3769.0,138.36200000000002,138.61425,0.28428571428571153
2024-03-13 05:00:00,138.59,138.61,138.47,138.5,2307.0,138.374,138.53475,0.259999999999997
2024-03-13 04:45:00,138.39,138.66,138.3,138.59,2699.0,138.422,138.469,0.2678571428571388
2024-03-13 04:30:00,138.22,138.39,138.06,138.39,2040.0,138.43,138.3865,0.24499999999999642
2024-03-13 04:15:00,138.42,138.48,138.22,138.26,2699.0,138.42000000000002,138.35049999999998,0.22785714285713862
2024-03-13 04:00:00,138.14,138.83,138.14,138.42,6552.0,138.432,138.332,0.2549999999999975
2024-03-12 19:45:00,138.2,138.38,138.08,138.15,4912.0,138.362,138.316,0.2628571428571393
2024-03-12 19:30:00,138.37,138.42,138.21,138.23,2170.0,138.29,138.3245,0.2657142857142795
2024-03-12 19:15:00,138.35,138.42,138.23,138.37,1764.0,138.286,138.34499999999997,0.2721428571428512
2024-03-12 19:00:00,138.44,138.44,138.35,138.35,1228.0,138.304,138.36449999999996,0.26857142857142385
2024-03-12 18:45:00,138.35,138.47,138.35,138.4,2267.0,138.3,138.375,0.2685714285714259
2024-03-12 18:30:00,138.44,138.46,138.3,138.4,4556.0,138.35,138.374,0.26785714285714085
2024-03-12 18:15:00,138.4,138.53,138.4,138.45,488.0,138.394,138.3765,0.27285714285714036
2024-03-12 18:00:00,138.42,138.55,138.36,138.44,3100.0,138.408,138.378,0.27857142857142697
2024-03-12 17:45:00,138.49,138.59,138.4,138.5,11612.0,138.438,138.38349999999997,0.26928571428571096
2024-03-12 17:30:00,138.451,138.54,138.41,138.5,338.0,138.458,138.38799999999998,0.26071428571428207
2024-03-12 17:15:00,138.38,138.48,137.576,138.45,3773.0,138.46800000000002,138.3885,0.3009999999999979
2024-03-12 17:00:00,138.39,138.54,138.33,138.38,6633.0,138.454,138.39,0.2781428571428535
2024-03-12 16:45:00,138.56,138.56,129.28,138.38,155914.0,138.442,138.3915,0.9224285714285685
2024-03-12 16:30:00,138.461,138.58,138.32,138.55,11012.0,138.452,138.4035,0.8917142857142822
2024-03-12 16:15:00,138.5,138.672,138.44,138.48,66965.0,138.448,138.4095,0.8839999999999983
2024-03-12 16:00:00,138.49,138.72,138.37,138.63,6606061.0,138.48399999999998,138.416,0.8897142857142849
2024-03-12 15:45:00,138.89,138.95,138.46,138.49,2087629.0,138.506,138.411,0.9111428571428551
2024-03-12 15:30:00,138.915,139.045,138.855,138.9,701822.0,138.60999999999999,138.4365,0.944357142857139
2024-03-12 15:15:00,139.015,139.04,138.725,138.915,562823.0,138.683,138.46925000000002,0.95828571428571
2024-03-12 15:00:00,139.01,139.105,138.89,139.015,509610.0,138.79000000000002,138.499,0.9622142857142819
2024-03-12 14:45:00,138.795,139.097,138.77,139.005,522877.0,138.865,138.54175,0.9762857142857106
2024-03-12 14:30:00,139.17,139.24,138.77,138.795,577317.0,138.926,138.57,0.9962857142857108
2024-03-12 14:15:00,138.76,139.19,138.67,139.17,447253.0,138.98,138.60999999999999,1.0198571428571401
2024-03-12 14:00:00,138.68,138.997,138.655,138.745,374752.0,138.94599999999997,138.62975,1.0473571428571395
2024-03-12 13:45:00,138.83,138.86,138.44,138.665,570616.0,138.87599999999998,138.643,1.0113571428571402
2024-03-12 13:30:00,139.065,139.135,138.71,138.83,500832.0,138.841,138.6645,1.0299285714285702
2024-03-12 13:15:00,138.945,139.375,138.91,139.065,855799.0,138.89499999999998,138.69525000000002,0.4059999999999978
